kabupaten,temperature_mean_c,temperature_max_c,temperature_min_c,rainfall_mm_year,precip_hours_day,humidity_pct,sunshine_hrs_day,shortwave_radiation,et0_mm_day,vapour_pressure_def,wind_speed,soil_moisture_0_7cm,soil_moisture_7_28cm,soil_temperature,centroid_lat,centroid_lon,province
Sragen,27.125342826933156,32.43018032131896,23.359230937944456,2278.5625,5.890192264578187,76.42470878246874,9.667529701036441,19.30048572872221,4.461332330170672,2.3717936115165807,9.19438442435811,0.36407001061082417,0.3631907803727824,29.000600242345982,-7.4277,111.0272,Jawa Tengah
Subang,26.786045125945055,31.934380042480722,23.115048337263268,2371.4125,6.602339605322255,77.31968268863687,9.463255585635672,18.661058248184744,4.099382706040871,2.2401945714499587,5.986894982783142,0.3986012923684408,0.3758605723763006,27.828056606033385,-6.57,107.76,Jawa Barat
Sukabumi,22.399698155737706,26.584223751777827,19.634510403099036,3123.8,9.422795918481922,86.91407156130698,9.209174404778613,17.881162004079645,3.421524123718093,1.1911347735608953,4.864667465753424,0.4538158860786735,0.4488730507429448,23.59067619769444,-6.9207,106.927,Jawa Barat
Sukoharjo,26.119039682985253,31.330251036754248,22.771151613144696,2689.925,7.00894094337151,79.66147215266861,9.561492483825408,19.127996740961148,4.239533928812037,2.0619882885133616,8.956664602515158,0.3928743486694363,0.38620545488996183,28.12309901845198,-7.6865,110.8374,Jawa Tengah
Sumedang,24.429943003780224,29.089475029942363,20.936396087843402,2928.725,7.932878801744143,81.92158092390898,9.50439648282265,18.582875535219703,3.835284919997754,1.6385659584362602,4.917136274234599,0.3213445257410734,0.306138733905981,25.332510631409537,-6.8544,107.9209,Jawa Barat
Sumenep,27.027769138782844,30.596259236282656,24.26322002301819,2110.6,7.019229436147915,80.02025361928288,10.273731462996233,20.649211898345683,4.444414252844524,1.6912283595328992,9.062292318848716,0.28595017757691443,0.27621238055805075,28.38228006961599,-6.9878,113.8611,Jawa Timur
Tangerang,26.716817823190357,31.097632338685532,23.358284441200688,2594.125,8.557695278463957,82.77085254977918,9.747600623024637,18.593616729358484,3.930307962515907,1.7066596552885696,6.6114403838236395,0.32751107596002693,0.3190069158058238,28.15739303746538,-6.1702,106.63,Banten
Tasikmalaya,23.8858099698705,28.094249104536267,20.960532863612546,3220.7375,11.840993194662774,87.53971117879333,8.63842641181611,16.703656895164308,3.321569685043791,1.1869046936522194,4.594568362152856,0.262807160294558,0.25638820693914216,24.976597824500338,-7.3288,108.2065,Jawa Barat
Tegal,26.63790623549667,30.72852106538663,23.334588791264316,2223.1375,7.4838415637398015,79.88999958080694,9.931840339071245,19.711826800284452,4.1908353243131975,1.7688868548356913,7.9284282871098135,0.2874387709783666,0.2790254307395763,28.323282521146794,-6.8797,109.1256,Jawa Tengah
Temanggung,22.53020394864885,27.174301758178007,19.117044951905083,2751.5625,8.120829510068118,87.24281519761958,9.290273349164837,18.52198508215435,3.5860880060259,1.2506940384759337,7.696400389250693,0.2085949349595778,0.19586811840332358,23.602094674002544,-7.3107,110.1708,Jawa Tengah
Trenggalek,25.583982296579084,29.222014464967437,23.042674078336702,2165.9,9.522899550864587,85.30637324930758,8.843142373368766,17.630839485552812,3.565718829815106,1.2661070165244404,7.319980626356763,0.32857806973763004,0.3154734718635377,26.91075806104499,-8.0688,111.7086,Jawa Timur
Tuban,27.13011283217307,31.153728940227563,24.135007321842952,2297.8375,7.510140235047533,79.81554861329441,10.018247576282842,20.098258555093942,4.341056083539187,1.8029939354554982,8.682092472303317,0.2878969774683734,0.27562753846657684,28.823469576689874,-6.899,112.0397,Jawa Timur
Tulungagung,26.03098980743319,30.2886917181301,23.03034411632607,2156.7875,8.723418240512014,83.27909656037129,9.369118782406368,18.165446675462235,3.8123246323639495,1.5801870008982708,6.791586752376675,0.30196175065498915,0.28465865203233776,27.499843670933455,-8.0646,111.9033,Jawa Timur
Wonogiri,26.365413571375104,31.18669415468972,22.99982215641141,2169.2375,6.901419049891459,79.24135795905383,9.453541020353528,18.7168104292986,4.1177099904558725,2.0014496869151883,7.220322325772887,0.38187862110749304,0.3803989934501085,28.065424811924544,-7.8148,110.9218,Jawa Tengah
Wonosobo,21.318041895912867,24.907883783404447,18.636563034284002,4534.0875,11.357348303578112,89.25695472434315,8.991275049864948,17.542813809042592,3.2219710020398233,0.8043750426678644,5.423575670896025,0.2732570923347556,0.2703457190470844,22.37981936428625,-7.3606,109.9033,Jawa Tengah
