kabupaten,temperature_mean_c,temperature_max_c,temperature_min_c,rainfall_mm_year,precip_hours_day,humidity_pct,sunshine_hrs_day,shortwave_radiation,et0_mm_day,vapour_pressure_def,wind_speed,soil_moisture_0_7cm,soil_moisture_7_28cm,soil_temperature,centroid_lat,centroid_lon,province
Purbalingga,26.343724374017516,30.236583459652667,23.41621892544352,2861.1749999999997,9.790634991391572,82.00183366082791,8.841043195445122,17.016766860356313,3.5374744382064525,1.4650353547234074,4.359913755707763,0.33545500480013474,0.32424684109027624,27.111061400553936,-7.3928,109.3669,Jawa Tengah
Purwakarta,26.403535079347257,30.984935451755373,23.101884950220825,2522.225,7.18952792967288,78.23281736001947,9.423716328611693,18.513098700314394,3.964320085897148,1.960502881110113,5.428676746013923,0.4036240823414926,0.387976033750655,27.70782063590089,-6.5565,107.4388,Jawa Barat
Purworejo,25.36355410210345,29.450080358746913,22.36176536791676,3104.0875,9.922754120817427,85.56514129893705,9.162492255195207,17.742917972902163,3.591535411146044,1.33049371163635,5.345170661164758,0.33214306279474515,0.3215089092933603,26.694415652369187,-7.7149,110.0082,Jawa Tengah
Rembang,27.105773426154652,30.92649193427652,24.088634095927837,2080.1,7.1655724109214765,79.93409770940939,10.0149006538897,20.148869698330714,4.338143909536642,1.765437132738229,8.810089891646081,0.2946463122613968,0.289378687907029,28.83127597406243,-6.7051,111.3421,Jawa Tengah
Sampang,27.869988263530203,31.051145271914066,25.49449656692118,1714.7875,6.342575458492402,76.50111283685156,10.149837526758386,20.138091529118945,4.684773852084737,1.813190394209896,11.078208407253538,0.3068864848136088,0.32415957924432964,30.212181079234973,-7.1954,113.2472,Jawa Timur
Semarang,24.880682701736657,29.13802046747511,21.87143480799461,2715.8125,7.9698654212515905,80.21127927707911,9.612973385225628,19.037205471030767,3.9387389045774386,1.6541283180814432,6.0592066883748785,0.40975443117935473,0.3993681524346882,26.45917581499364,-7.1684,110.3993,Jawa Tengah
Serang,26.585265878808293,30.65745462422337,23.447809313945655,2409.1625,8.556490512950072,81.70784261640092,9.632297311480087,18.013786755183773,3.785485125570776,1.6433385724979415,5.652151920053896,0.31585545288756645,0.296684437130399,27.773235962646904,-6.12,106.15,Banten
Sidoarjo,27.27103115128378,31.18282129743993,24.015495962459767,2243.2625,5.967554098360656,79.3331451689872,10.188598899620834,20.716365378209446,4.488640818175013,1.9026404297664496,8.094166875327494,0.2671110912212741,0.2806610752301819,29.08360822853507,-7.4459,112.718,Jawa Timur
Situbondo,26.495850435099932,30.65405393367767,23.19884507541732,2548.025,6.3895175003742795,77.27547659162363,10.452227923008625,20.725579680365296,4.4684319269780675,1.8741443548356913,7.9806132139381685,0.3938044753069092,0.38914058623399955,27.750789649300096,-7.705,114.0088,Jawa Timur
Sleman,24.905045570401978,29.25731859701325,21.85397908713227,3099.425,9.30525643386481,82.905159809866,9.054576678498059,17.736105300733588,3.61752975484692,1.4440507226401675,6.071807877648028,0.23261573858447487,0.22349616299872743,25.774257199266412,-7.7168,110.3543,DI Yogyakarta
